food_alias_id,food_id,alias_name,normalized_alias,alias_type
ce0879c8-ea22-593d-9312-ed97113604db,fc3aca06-f363-51c2-8338-63d8c104d4cf,도토리,도토리,INGREDIENT_BASE
fc8d1754-1474-593f-affe-d211c38097a9,5486a666-f5a7-52da-87f0-8f558b370506,도토리묵,도토리묵,INGREDIENT_BASE
fdea60e9-1052-5580-83e6-9c5a0108b4b1,6254ed46-54bb-5876-bbb2-e634ab6ba763,독가시치,독가시치,INGREDIENT_BASE
4ee67980-d674-54f3-ad2a-1457c7f87d5c,663233e2-d8fe-5cff-806c-42974b58f890,돌나물,돌나물,INGREDIENT_BASE
8509d472-5bb3-5991-bf90-b35ffaa4f480,36ea984d-bb5e-52f4-a461-0ee58c42aea8,돔,돔,INGREDIENT_BASE
5a6964df-e89c-529f-bec6-7e0e5ec22227,ad5937a3-5160-5d93-8a5e-d00dfca74a53,동부,동부,INGREDIENT_BASE
1627c3ba-9fe8-5a66-958f-9ce9c4032447,31bd11bf-bd1d-57d1-b219-878da17d63d2,동사리,동사리,INGREDIENT_BASE
12ff5e1c-e953-5ab8-bfb1-172a4dea86bd,8861f55c-f22b-5228-8ccc-d46a927a7c94,동아,동아,INGREDIENT_BASE
4c53dead-d171-5f02-9d1a-88cb12e029aa,43ac7260-ac75-579f-ac59-19cf5cb2c507,동자개(빠가사리),동자개빠가사리,INGREDIENT_BASE
fbe8ca4d-2c7e-5b37-a017-216b0f7a0188,6b3afa93-8f65-5ac2-b4a3-3a1dfd3108e0,동충하초,동충하초,INGREDIENT_BASE
2a961de5-c854-5f43-826c-d026bb6b6936,9574a287-fa07-58a6-8bc4-e9eda3661465,돼지감자,돼지감자,INGREDIENT_BASE
a5f61314-701b-52a7-8274-ac588a19ee24,ebf93184-8e69-5958-90a1-92146150b3d1,돼지고기,돼지고기,INGREDIENT_BASE
18d449f8-6489-5ef7-878a-b74a1c9fe6b8,90520238-823b-5089-94c6-e94d60a18311,돼지 부산물,돼지부산물,INGREDIENT_BASE
f88c2e4f-987e-567c-9111-854893cde541,3b91cf37-56c1-51bb-bb64-3ab289cd6628,돼지불고기,돼지불고기,INGREDIENT_BASE
817bd33b-7093-54b8-b8e1-5f7e30f01d82,599a6b68-3bd0-5dd2-a5d5-2c2a4ab90875,두릅,두릅,INGREDIENT_BASE
a90eaf6d-ff5c-5a80-99cf-9912e351b790,54f169c0-79ae-50f3-9c03-4a82eb0aadf1,두리안,두리안,INGREDIENT_BASE
8f8231e4-7ebf-5cd4-ba62-d5480b99b700,705f0c76-b3ca-565f-a528-6030de6b4c71,두부,두부,INGREDIENT_BASE
027aab7a-120b-55d4-bfdc-1bd08399994f,27c6e6d2-73a1-5f00-95b9-31ee3d788293,두유,두유,INGREDIENT_BASE
3b1edf5d-d9e5-5621-95da-cca145f960a5,c52d2242-1c82-5c4a-95bc-ef2cff720ba4,둑중개,둑중개,INGREDIENT_BASE
86dfd498-3ad9-5138-b70a-8c2c7cf01a87,d880f0bf-53a1-5b99-a153-74d6032b92b3,둥굴레,둥굴레,INGREDIENT_BASE
a4d69168-9196-5bc5-9727-4e7e258bc17c,09b3167a-6fc9-5cbc-8fa5-ff0dd6ee4df4,드렁허리,드렁허리,INGREDIENT_BASE
5a451cfc-d469-5691-bd1e-172dc0c16f65,0e728b85-9ff9-5ab5-bde1-6c70fe22030a,들깨,들깨,INGREDIENT_BASE
de81d9a5-941f-5b8a-af66-001b72da2ceb,d365eee2-9426-57ae-b9c3-896193ec76d1,들깻잎,들깻잎,INGREDIENT_BASE
b553df59-74d8-54ca-bfcd-a0c35ba08344,a3c2b4fe-d4b7-55ca-b801-916ab979e747,들깻잎장아찌,들깻잎장아찌,INGREDIENT_BASE
9a3a3178-4c55-5f04-940f-888a454958fa,f885d7b4-88dc-5c43-b4f9-9b817444c23c,등가시치,등가시치,INGREDIENT_BASE
b185167a-5c47-5418-8983-a56ecfdff748,3d1052f7-b87d-5170-9492-62afe8f540d7,딸기,딸기,INGREDIENT_BASE
88e4048b-5545-51a1-9ff7-a65d0fb6eae4,52ce8ce3-f902-58d3-8b64-fa67f5e48dac,땅콩,땅콩,INGREDIENT_BASE
886ce54e-3fae-5edc-b2b7-157b6eb96282,85f39f9a-27aa-5d46-8f48-c10b27c2fcd7,뜸부기,뜸부기,INGREDIENT_BASE
55ffe2b0-0a01-5637-8c93-23a5c7e0de2a,4e571358-dc35-5a39-b724-332a81608ef1,라임,라임,INGREDIENT_BASE
35cd6946-9db9-55ec-ab7d-5b7ccd18fef5,b4169ff3-229d-5c77-a713-49e41a8c015d,라즈베리,라즈베리,INGREDIENT_BASE
fb9e6cc4-3989-586e-9972-364b1f4d6f19,17ed529a-93c8-53ad-bcfb-1307c9b1a484,람부탄,람부탄,INGREDIENT_BASE
01009c5c-9d4e-5b2b-a475-f47e3e47837a,d9ce7724-e0fc-5ac9-8727-ea0b29bf0e2b,레몬,레몬,INGREDIENT_BASE
bec01d15-9ac7-5820-9676-4981494f30ee,df90ad10-68f9-5e5a-8b9d-006ff4383094,레몬 착즙,레몬착즙,INGREDIENT_BASE
