food_id,source_food_code,source_index,canonical_name,normalized_name,ingredient_name,normalized_ingredient_name,food_group,processing_state,source_name,source_version,food_type,active,is_recommendation_candidate,representative_method,variant_count,nutrition_data_quality,trace_nutrients,qualified_nutrients,calories_kcal,carbohydrate_g,protein_g,fat_g,fiber_g,sodium_mg,calcium_mg,iron_mg,potassium_mg,vitamin_a_mcg_rae,vitamin_c_mg
fe0f8f6f-3e10-5ac0-b234-af43dc1aa0ee,A001001A010a,1,"귀리, 겉귀리, 도정, 생것","귀리,겉귀리,도정,생것",귀리,귀리,곡류 및 그 제품,생것,농진청('21),10.4,INGREDIENT,1,0,,9,MEASURED,[],[],388,68.03,9.88,8.84,7.6,3,52,5.3,423,0,0
a25d731a-d4cd-50c4-b352-6d61efd34698,A001002A010a,2,"귀리, 쌀귀리, 도정, 생것","귀리,쌀귀리,도정,생것",귀리,귀리,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,9,MEASURED,[],[],388,66.66,11.14,8.9,8.1,1,61,4.31,405,0,0
3e9d368c-48b8-55e3-b32c-ff690aee0daa,A001003A010a,3,"귀리, 쌀귀리, 대양, 도정, 생것","귀리,쌀귀리,대양,도정,생것",귀리,귀리,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,9,MEASURED,[],[],386,66.1,11.51,8.78,7.8,2,59,4.25,428,0,0
540fa105-2cd8-5aa5-8a9f-ebdbb82e8fe5,A001004A010a,4,"귀리, 쌀귀리, 조양, 도정, 생것","귀리,쌀귀리,조양,도정,생것",귀리,귀리,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,9,MEASURED,[],[],390,67.23,10.78,9.01,8.4,1,63,4.37,383,0,0
8da162c9-7ea6-56fd-a48d-9ff8e53776bd,A0490000009a,5,"귀리, 쌀귀리, 도정, 밥","귀리,쌀귀리,도정,밥",귀리,귀리,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,9,MEASURED,[],[],218,36.53,6.51,5.36,3.9,1,34,2.46,212,0,0
1090ada4-0f57-5cef-8ea6-e08311fe26f6,A0490010009a,6,"귀리, 쌀귀리, 대양, 도정, 밥","귀리,쌀귀리,대양,도정,밥",귀리,귀리,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,9,MEASURED,[],[],215,36.09,6.71,5.13,4,1,32,2.4,225,0,0
a22cfd2d-cf00-5c8a-adda-b1b165498cc5,A0490020009a,7,"귀리, 쌀귀리, 조양, 도정, 밥","귀리,쌀귀리,조양,도정,밥",귀리,귀리,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,9,MEASURED,[],[],221,36.98,6.31,5.59,3.8,0,35,2.52,200,0,0
cceda30e-d23f-528b-af3d-68e837c73245,A0020000009a,8,"귀리, 오트밀","귀리,오트밀",귀리,귀리,곡류 및 그 제품,,농진청('11),10.4,INGREDIENT,1,0,,9,PARTIAL,[],[],382,64.9,13.2,8.2,18.8,4,60,5.8,383,0,
1932dfae-4158-5e66-82ef-a4f1a8092e75,A003000A010a,9,"기장, 도정, 생것","기장,도정,생것",기장,기장,곡류 및 그 제품,생것,농진청('06),10.4,INGREDIENT,1,0,,6,PARTIAL,[],[],360,74.6,11.2,1.9,,6,15,2.8,233,0,0
0e061d24-9264-5ecf-94e7-15d270ca5e0a,A003001A010a,10,"기장, 찰기장, 도정, 생것","기장,찰기장,도정,생것",기장,기장,곡류 및 그 제품,생것,농진청('23),10.4,INGREDIENT,1,0,,6,MEASURED,[],[],371,70,13.41,3.69,4.4,4,19,4.57,288,0,0
4ddae551-92c9-557b-8b34-84fe50af2b6e,A003002A010a,11,"기장, 찰기장, 이백찰, 도정, 생것","기장,찰기장,이백찰,도정,생것",기장,기장,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,6,MEASURED,[],[],373,69.49,13.72,4.03,4.4,4,27,5.81,366,0,0
3eeedd51-643a-560d-b3a5-e374ed33a3ba,A003003A010a,12,"기장, 찰기장, 한라찰, 도정, 생것","기장,찰기장,한라찰,도정,생것",기장,기장,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,6,MEASURED,[],[],373,69.78,12.8,4.35,4.4,7,26,5.46,328,0,0
72478133-3f87-5f45-b578-feb916e0f415,A003004A010a,13,"기장, 찰기장, 황실찰, 도정, 생것","기장,찰기장,황실찰,도정,생것",기장,기장,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,6,MEASURED,[],[],368,67.42,15.55,3.62,4.4,7,23,5.14,307,0,0
71264b0f-cb1e-5d09-8dbc-fc80f735330b,A004000A010a,14,"메밀, 도정, 생것","메밀,도정,생것",메밀,메밀,곡류 및 그 제품,생것,농진청('14),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,3,MEASURED,[],[],363,67.84,13.64,3.38,6.3,1,21,2.78,444,1,0
9a379eeb-fa40-5822-8a8b-fb4318d3a8f3,A004000A015a,15,"메밀, 도정, 가루","메밀,도정,가루",메밀,메밀,곡류 및 그 제품,,농진청('14),10.4,INGREDIENT,1,0,,3,MEASURED,[],[],374,71.36,12.96,3.29,8.5,1,17,2.92,432,1,0
5d45aa4d-fbd0-59ac-b834-6eac3fdec9a7,A0050000000a,16,"메밀 국수, 생것","메밀 국수,생것",메밀 국수,메밀국수,곡류 및 그 제품,생것,농진청('14),10.4,INGREDIENT,1,0,,4,MEASURED,[],[],291,61.14,7.59,0.96,1.9,455,13,0.59,116,0,0
db1ce90f-8555-5695-a7b2-1f3611ffeaa2,A0050000000b,17,"메밀 국수, 생것, 삶은것","메밀 국수,생것,삶은것",메밀 국수,메밀국수,곡류 및 그 제품,삶은것,농진청('14),10.4,INGREDIENT,1,0,,4,MEASURED,[],[],124,25.73,3.54,0.44,1.7000000000000002,38,7,0.28,7,1,0
8aa324d7-8247-5d54-bf61-befd78ad42ae,A0050000001a,18,"메밀 국수, 말린것","메밀 국수,말린것",메밀 국수,메밀국수,곡류 및 그 제품,말린것,농진청('14),10.4,INGREDIENT,1,0,,4,MEASURED,[],[],372,74.41,13.58,1.27,4.6,707,28,2.54,198,0,1.07
35a59c69-8547-5ab1-bfed-f3fb7733c4c1,A0050000001b,19,"메밀 국수, 말린것, 삶은것","메밀 국수,말린것,삶은것",메밀 국수,메밀국수,곡류 및 그 제품,삶은것,농진청('14),10.4,INGREDIENT,1,0,,4,MEASURED,[],[],114,22.65,4.28,0.4,1.5,35,12,0.87,9,0,0.18
ee2dce0e-e2ca-5349-b744-e5897051908e,A0060000001a,20,"메밀 냉면, 말린것","메밀 냉면,말린것",메밀 냉면,메밀냉면,곡류 및 그 제품,말린것,농진청('14),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],360,73.66,10.74,1.44,3.2,628,27,1.36,176,0,0
7f737571-1e1b-5a02-9416-8678c8654ff3,A0060000001b,21,"메밀 냉면, 말린것, 삶은것","메밀 냉면,말린것,삶은것",메밀 냉면,메밀냉면,곡류 및 그 제품,삶은것,농진청('14),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],141,28.71,4.22,0.59,1.4,68,18,0.56,17,0,0
304d4318-5335-5cdd-95f6-b2fd681f77bd,A0070000000a,22,메밀묵,메밀묵,메밀묵,메밀묵,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,1,EXACT_BASE_NAME,2,MEASURED,[],[],54,11.77,1.11,0.41,1.2,132,8,0.9,48,0,0
c763c82f-f9df-57de-9018-27ea0d06b80f,A0070000005a,23,"메밀묵, 가루","메밀묵,가루",메밀묵,메밀묵,곡류 및 그 제품,,농진청('14),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],371,77.4,8.33,2.04,4.1,2,21,1.84,287,1,0.34
56e308ba-7fe2-5ad5-b78f-4595e43630cc,A008000A030a,25,"멥쌀, 백미, 생것","멥쌀,백미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,대푯값,10.4,INGREDIENT,1,0,,109,MEASURED,[],[],366,79,6.38,1.06,0.5,2,7,0.25,84,0,0
67170ff2-77b6-5162-9169-b7404d4e0d40,A008002A030a,26,"멥쌀, 백미, 고아미2호, 생것","멥쌀,백미,고아미2호,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],363,75.61,7.1,2.04,6.5,1,13,0.71,170,0,0
75a6b9da-972d-52b8-83b5-114ef13f88ff,A008036A030a,27,"멥쌀, 백미, 골든퀸3호, 생것","멥쌀,백미,골든퀸3호,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('15),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],355,77.04,6.07,0.86,0.5,1,4,0.25,73,0,0
003e2d1f-031c-582f-b1f6-a4f22a6a9ebb,A008038A030a,28,"멥쌀, 백미, 금강1호, 생것","멥쌀,백미,금강1호,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],369,79.46,6.69,1.1,0.5,1,5,0.56,89,0,0
9a185157-6862-53f5-9b3e-5749b4906c1c,A008039A030a,29,"멥쌀, 백미, 남찬, 생것","멥쌀,백미,남찬,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],365,78.51,6.85,0.96,0.5,4,7,0.17,76,0,0
a082fc01-a6bc-57ff-a5e0-4f48aa24e84d,A008040A030a,30,"멥쌀, 백미, 도담쌀, 생것","멥쌀,백미,도담쌀,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],360,76.91,6.97,1.14,3.7,1,7,0.34,79,0,0
123c9d56-0a0b-541b-a467-1d06daf309ed,A008041A030a,31,"멥쌀, 백미, 미품, 생것","멥쌀,백미,미품,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],362,77.34,6.94,1.19,0.5,4,6,0.29,80,0,0
822b8b66-dd25-503e-83ef-e82880ab7fbf,A008042A030a,32,"멥쌀, 백미, 보람찬, 생것","멥쌀,백미,보람찬,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],368,79.96,6.26,0.84,0.5,4,8,0.15,76,0,0
1da98af8-b8f1-5122-9994-862bfc7d131d,A008043A030a,33,"멥쌀, 백미, 삼광, 생것","멥쌀,백미,삼광,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],367,79.71,6.31,0.9,0.5,1,7,0.2,89,0,0
e16cd6ec-ef09-54a4-9a06-6e374be53503,A008044A030a,34,"멥쌀, 백미, 새일미, 생것","멥쌀,백미,새일미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],366,78.57,6.92,1.04,0.5,1,5,0.12,90,0,0
5324af02-199a-514d-a781-70ffd366758c,A008045A030a,36,"멥쌀, 백미, 설갱, 생것","멥쌀,백미,설갱,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],363,78.14,6.71,1.04,0.5,0,8,0.32,91,0,0
180aa793-6dcc-51f8-b992-1836b7a23299,A008046A030a,38,"멥쌀, 백미, 신동진, 생것","멥쌀,백미,신동진,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],361,78.01,6.06,1.09,0.5,1,4,0.07,72,0,0
02411af3-3078-5079-aa91-61f3c61a0ce3,A008047A030a,39,"멥쌀, 백미, 알찬미, 생것","멥쌀,백미,알찬미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],373,80.81,6.02,1.12,0.5,2,8,0.27,97,0,0
0a10f113-bf91-5b1a-949e-0dfa51bdb648,A008048A030a,40,"멥쌀, 백미, 영호진미, 생것","멥쌀,백미,영호진미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],369,80.33,5.72,1.08,0.5,3,8,0.25,92,0,0
d99d80bd-2a5b-5a00-9442-49ea92518f87,A008049A030a,41,"멥쌀, 백미, 예찬, 생것","멥쌀,백미,예찬,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],364,78.58,6.6,0.95,0.5,2,8,0.16,71,0,0
d1553fee-8618-5a61-aaad-d0d52e9e641c,A008050A030a,42,"멥쌀, 백미, 오대, 생것","멥쌀,백미,오대,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],371,80.21,6.63,0.93,0.5,1,7,0.38,92,0,0
afb69bf1-3035-5075-a29d-3e96a9d8129b,A008051A030a,43,"멥쌀, 백미, 운광, 생것","멥쌀,백미,운광,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],366,78.79,6.2,1.3,0.5,1,7,0.21,86,0,0
e83cf144-2aa3-5d0b-a99a-788c2b13e2b3,A008052A030a,45,"멥쌀, 백미, 일품, 생것","멥쌀,백미,일품,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],367,79.13,6.45,1.12,0.5,1,7,0.34,92,0,0
dc07a6cf-b057-5576-b74d-062518a7630f,A008024A030a,47,"멥쌀, 백미, 추청벼, 생것","멥쌀,백미,추청벼,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('23),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],360,77.63,6.42,1.03,0.5,1,5,0.26,77,0,0
bc6c8cd8-2001-597b-8110-64098963082c,A008053A030a,48,"멥쌀, 백미, 친들, 생것","멥쌀,백미,친들,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],365,78.83,6.43,1.02,0.5,4,6,0.32,76,0,0
282f1b35-9851-50dc-817e-936c14c3dc17,A008054A030a,51,"멥쌀, 백미, 팔방미, 생것","멥쌀,백미,팔방미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],366,79.27,6.39,0.94,0.7,0,6,0.36,84,0,0
1788d1d5-8c1f-515b-9888-2af5a99ad1a2,A008030A030a,52,"멥쌀, 백미, 하이아미, 생것","멥쌀,백미,하이아미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],368,79.27,6.54,1.05,0.5,0,7,0.3,88,0,0
4b5d9b07-023b-5e2e-92ca-9fde2fdb0ea5,A008055A030a,53,"멥쌀, 백미, 한가루, 생것","멥쌀,백미,한가루,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],373,80.63,6.51,1.05,0.5,2,8,0.37,103,0,0
5e83ef4c-5303-5e4a-8b96-2f622773b0d3,A008056A030a,54,"멥쌀, 백미, 한아름4호, 생것","멥쌀,백미,한아름4호,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],369,80.15,6.28,0.88,0.5,3,7,0.22,91,0,0
6865930a-54a2-52d2-b17b-d0f10d916516,A008057A030a,55,"멥쌀, 백미, 해담쌀, 생것","멥쌀,백미,해담쌀,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],372,79.95,6.65,1.22,0.5,3,7,0.36,90,0,0
1548c900-9b5a-5f93-b3ad-67344de98e0f,A008058A030a,56,"멥쌀, 백미, 해들, 생것","멥쌀,백미,해들,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],365,78.17,6.56,1.34,0.5,0,7,0.28,114,0,0
77839892-9055-5e5c-be13-58d9c78c0191,A008059A030a,57,"멥쌀, 백미, 해품, 생것","멥쌀,백미,해품,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],363,78.26,7,0.84,0.5,4,7,0.15,72,0,0
d3f9d383-3817-5f36-a4f7-970862dad2fc,A008037A030a,59,"멥쌀, 백미, 호품, 생것","멥쌀,백미,호품,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('15),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],355,77.04,5.91,0.91,0.5,1,4,0.18,71,0,0
c753522c-9f91-5059-8451-f687525e17b4,A008035A030a,60,"멥쌀, 백미, 히토메보레, 생것","멥쌀,백미,히토메보레,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('11),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],364,80,6.5,0.3,4.6,3,7,0.5,76,0,0
0910e68a-7bd6-57a9-87f8-d6442518567a,A013000A039a,62,"멥쌀, 백미, 밥","멥쌀,백미,밥",멥쌀,멥쌀,곡류 및 그 제품,,농진청('25),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],152,32.86,2.61,0.38,0.2,1,3,0.06,21,0,0
6e13b8cd-946b-537a-96ef-15387e779bf4,A013007A039a,65,"멥쌀, 백미, 삼광, 밥","멥쌀,백미,삼광,밥",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],146,31.68,2.52,0.33,0.3,0,2,0.02,20,0,0
9606a2f1-3d54-5dd4-98e8-4891cb5fb4c9,A013008A039a,66,"멥쌀, 백미, 새일미, 밥","멥쌀,백미,새일미,밥",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],142,30.69,2.67,0.25,0.3,0,1,0.05,17,0,0
353024f8-a288-57a2-87eb-3c83f67c3c2a,A013009A039a,69,"멥쌀, 백미, 신동진, 밥","멥쌀,백미,신동진,밥",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],147,32.17,2.53,0.28,0.3,0,1,0.03,16,0,0
15ac6f96-0dc0-5395-abac-56226c04087e,A013010A039a,70,"멥쌀, 백미, 오대, 밥","멥쌀,백미,오대,밥",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],151,32.45,2.68,0.44,0.3,0,2,0.06,25,0,0
b1f6db32-99eb-5c9d-ae15-7f74fa98b3bd,A013006A039a,72,"멥쌀, 백미, 추청벼, 밥","멥쌀,백미,추청벼,밥",멥쌀,멥쌀,곡류 및 그 제품,,농진청('23),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],152,33,2.59,0.34,0.3,1,2,0.09,20,0,0
3926610e-89f4-58a9-8512-1b0aab29ccb5,A015000A039a,73,"멥쌀, 백미, 죽","멥쌀,백미,죽",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],53,11.45,0.99,0.15,0,0,0,0,6,0,0
27e1dcce-731f-5d5e-9b47-8a7d6ddf71a7,A015002A039a,74,"멥쌀, 백미, 삼광, 죽","멥쌀,백미,삼광,죽",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],53,11.51,0.89,0.1,0,0,1,0,6,0,0
b001db7a-9df2-5d53-a8bc-fac8f0d34ed5,A015003A039a,75,"멥쌀, 백미, 새일미, 죽","멥쌀,백미,새일미,죽",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],55,11.72,1.09,0.17,0,0,0,0,6,0,0
8f3b38ee-ac54-5caa-8546-1bbcb4cc677f,A015004A039a,76,"멥쌀, 백미, 신동진, 죽","멥쌀,백미,신동진,죽",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],53,11.42,0.96,0.15,0,0,1,0,5,0,0
2b518dc2-4c26-5170-982a-8a810746225f,A015005A039a,77,"멥쌀, 백미, 오대, 죽","멥쌀,백미,오대,죽",멥쌀,멥쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],52,11.16,1.02,0.18,0,0,0,0,7,0,0
2d286a3a-87a5-5e6c-8362-7981f50c3218,A012000A039a,78,"멥쌀, 백미, 미음","멥쌀,백미,미음",멥쌀,멥쌀,곡류 및 그 제품,,JAPAN('20),10.4,INGREDIENT,1,0,,109,QUALIFIED,"[""fiber_g"",""sodium_mg"",""calcium_mg"",""iron_mg""]","[""carbohydrate_g"",""protein_g"",""fiber_g"",""sodium_mg"",""calcium_mg"",""iron_mg"",""potassium_mg"",""vitamin_a_mcg_rae"",""vitamin_c_mg""]",19,4.7,0.3,0,0,0,0,0,4,0,0
de39fcbd-3e40-56e0-916c-572237c3fd3c,A008000A035a,79,"멥쌀, 백미, 가루","멥쌀,백미,가루",멥쌀,멥쌀,곡류 및 그 제품,,농진청('21),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],378,81.07,7.24,1.07,0.6,2,7,0.22,91,0,0
c1dffc85-2231-5f57-9dda-cef9cda94d8a,A008000A050a,80,"멥쌀, 칠분도미, 생것","멥쌀,칠분도미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,JAPAN('20),10.4,INGREDIENT,1,0,,109,QUALIFIED,[],"[""vitamin_a_mcg_rae"",""vitamin_c_mg""]",348,76.6,6.3,1.5,0.9,1,6,1.3,120,0,0
7397eed6-6c1f-5c80-b256-8d99337079af,A013000A059a,83,"멥쌀, 칠분도미, 밥","멥쌀,칠분도미,밥",멥쌀,멥쌀,곡류 및 그 제품,,JAPAN('20),10.4,INGREDIENT,1,0,,109,QUALIFIED,[],"[""vitamin_a_mcg_rae"",""vitamin_c_mg""]",160,36.7,2.6,0.5,0.5,1,4,0.2,35,0,0
c5835229-79bd-5d22-84ba-bf9f815e8819,A0150010009a,86,"멥쌀, 칠분도미, 죽","멥쌀,칠분도미,죽",멥쌀,멥쌀,곡류 및 그 제품,,JAPAN('20),10.4,INGREDIENT,1,0,,109,QUALIFIED,"[""sodium_mg""]","[""carbohydrate_g"",""protein_g"",""fat_g"",""fiber_g"",""sodium_mg"",""calcium_mg"",""iron_mg"",""potassium_mg"",""vitamin_a_mcg_rae"",""vitamin_c_mg""]",68,15.6,1.1,0.2,0.2,0,2,0.1,15,0,0
0d90edc7-113b-5dc0-9c34-0c3c39cd5f18,A012000A059a,87,"멥쌀, 칠분도미, 미음","멥쌀,칠분도미,미음",멥쌀,멥쌀,곡류 및 그 제품,,JAPAN('20),10.4,INGREDIENT,1,0,,109,QUALIFIED,"[""fiber_g"",""sodium_mg"",""iron_mg""]","[""carbohydrate_g"",""protein_g"",""fat_g"",""fiber_g"",""sodium_mg"",""calcium_mg"",""iron_mg"",""potassium_mg"",""vitamin_a_mcg_rae"",""vitamin_c_mg""]",20,4.6,0.3,0.1,0,0,1,0,4,0,0
174323b3-579a-5dcb-8f4f-95a27022fec8,A008000A060a,88,"멥쌀, 현미, 생것","멥쌀,현미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,대푯값,10.4,INGREDIENT,1,0,,109,MEASURED,[],[],357,75.92,7.02,2.35,3,3,12,1.03,246,0,0
d276b16b-ed6b-5523-af39-87be7b649a6f,A008002A060a,89,"멥쌀, 현미, 고아미2호, 생것","멥쌀,현미,고아미2호,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],360,72.62,7.55,4.11,10.3,3,20,1.7,325,1,0
2e9f2415-c7b6-5a51-aee3-e220eb091578,A008036A060a,90,"멥쌀, 현미, 골든퀸3호, 생것","멥쌀,현미,골든퀸3호,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('15),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],358,76.97,6.16,2.31,3.1,1,9,0.91,232,0,0
c173a6b9-cd24-57f3-94bc-f68f7092d1a6,A008038A060a,91,"멥쌀, 현미, 금강1호, 생것","멥쌀,현미,금강1호,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],365,77.11,7.08,2.72,3.1,2,13,0.87,261,0,0
d70f33da-c9bb-5075-86d3-3d7939f647aa,A008039A060a,92,"멥쌀, 현미, 남찬, 생것","멥쌀,현미,남찬,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],355,75.26,7.25,2.31,3,5,13,0.86,231,0,0
7a9d190c-6953-5c1b-aaca-55ecda2de955,A008040A060a,94,"멥쌀, 현미, 도담쌀, 생것","멥쌀,현미,도담쌀,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],356,74.15,7.73,2.85,5.3,2,14,1.26,244,0,0
2de134dd-35d0-567a-87a9-b41b0911e746,A008041A060a,95,"멥쌀, 현미, 미품, 생것","멥쌀,현미,미품,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],350,73.95,7.58,2.24,3,5,11,1.21,223,0,0
69a32fb9-90f7-5662-950d-5b437e5dfea2,A008042A060a,96,"멥쌀, 현미, 보람찬, 생것","멥쌀,현미,보람찬,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],356,76.02,6.91,2.25,3,5,14,1.01,249,0,0
bbc393d4-2262-577a-83f0-426524fa431f,A008043A060a,97,"멥쌀, 현미, 삼광, 생것","멥쌀,현미,삼광,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],358,76.98,6.88,2,3,2,14,0.93,281,0,0
3f910aee-ec51-5d5b-b83a-7aeb3dc76adb,A008044A060a,98,"멥쌀, 현미, 새일미, 생것","멥쌀,현미,새일미,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],358,75.75,7.6,2.37,3.1,1,10,0.93,272,0,0
2c81b2c9-3468-5bd7-aa89-4a1caf440bbc,A008045A060a,99,"멥쌀, 현미, 설갱, 생것","멥쌀,현미,설갱,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,109,MEASURED,[],[],356,75.36,7.53,2.34,3.1,2,15,1.21,265,0,0
ab38fd82-a91c-5559-a470-88adea72e88e,A008046A060a,100,"멥쌀, 현미, 신동진, 생것","멥쌀,현미,신동진,생것",멥쌀,멥쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,109,MEASURED,[],[],350,75.09,6.69,2.13,3,1,10,0.86,251,0,0
