food_id,source_food_code,source_index,canonical_name,normalized_name,ingredient_name,normalized_ingredient_name,food_group,processing_state,source_name,source_version,food_type,active,is_recommendation_candidate,representative_method,variant_count,nutrition_data_quality,trace_nutrients,qualified_nutrients,calories_kcal,carbohydrate_g,protein_g,fat_g,fiber_g,sodium_mg,calcium_mg,iron_mg,potassium_mg,vitamin_a_mcg_rae,vitamin_c_mg
13f4626f-64b2-5470-9585-727259cfcc03,A0300300009b,357,"옥수수, 찰옥수수, 황금맛찰, 삶은것","옥수수,찰옥수수,황금맛찰,삶은것",옥수수,옥수수,곡류 및 그 제품,삶은것,농진청('20),10.4,INGREDIENT,1,0,,43,MEASURED,[],[],118,23.48,4.78,1.24,4,0,5,0.59,285,1,6.34
2d63f4fc-9626-5388-b61d-314cf452fa0a,A0300070009e,358,"옥수수, 찰옥수수, 찐것","옥수수,찰옥수수,찐것",옥수수,옥수수,곡류 및 그 제품,찐것,농진청('96),10.4,INGREDIENT,1,0,,43,PARTIAL,[],[],132,25.4,6.6,1.4,,1,21,2.3,326,4,0
1ec924c6-36fc-5258-8981-4547457f56a3,A0300070001a,359,"옥수수, 찰옥수수, 말린것","옥수수,찰옥수수,말린것",옥수수,옥수수,곡류 및 그 제품,말린것,농진청('92),10.4,INGREDIENT,1,0,,43,PARTIAL,[],[],371,74.7,11.5,4.6,,2,8,1.8,180,17,4
e3e295e3-4e7f-594f-b895-d67e38076922,A0300000005a,360,"옥수수, 가루","옥수수,가루",옥수수,옥수수,곡류 및 그 제품,,농진청('14),10.4,INGREDIENT,1,0,,43,MEASURED,[],[],364,83.3,7.32,0.97,1.9,2,5,0.73,105,32,0
6b8dc7cc-149a-59f5-84d6-6ab1bea79cd8,A0310010009a,361,"옥수수 과자, 강냉이","옥수수 과자,강냉이",옥수수 과자,옥수수과자,곡류 및 그 제품,,농진청('16),10.4,INGREDIENT,1,0,,3,MEASURED,[],[],409,87.9,7.16,3.25,0.4,51,2,1.55,258,0,0
d32bcca0-2a58-5c30-a6dc-1efc346b1f8a,A0310030009t,362,"옥수수 과자, 팝콘, 전자레인지 조리","옥수수 과자,팝콘,전자레인지 조리",옥수수 과자,옥수수과자,곡류 및 그 제품,,농진청('14),10.4,INGREDIENT,1,0,,3,MEASURED,[],[],497,61.18,8.12,27.28,10.9,315,6,2.03,219,3,0
4c30603b-0937-5a27-937e-a39fd044433e,A0310032619a,363,"옥수수 과자, 팝콘, 캐러멜맛","옥수수 과자,팝콘,캐러멜맛",옥수수 과자,옥수수과자,곡류 및 그 제품,,농진청('18),10.4,INGREDIENT,1,0,,3,MEASURED,[],[],459,77.74,4.77,14.36,8.6,49,22,1.42,143,69,0.44
71281eba-a703-51be-af10-b38096b3c05c,A030000E01Ra,364,"옥수수, 통조림, 가당","옥수수,통조림,가당",옥수수,옥수수,곡류 및 그 제품,,농진청('17),10.4,INGREDIENT,1,0,,43,MEASURED,[],[],105,22.45,2.07,0.73,1.3,206,2,0.35,200,1,4.75
2ddac5a1-d0ef-59f9-9946-8d2a0df81d01,A030000025Ra,365,"옥수수, 통조림, 크림","옥수수,통조림,크림",옥수수,옥수수,곡류 및 그 제품,,JAPAN('20),10.4,INGREDIENT,1,0,,43,MEASURED,[],[],82,18.6,1.7,0.5,1.8,260,2,0.4,150,1,3
a6963579-9d02-5b36-8664-c19a20920f3b,A0320000009a,367,옥수수묵,옥수수묵,옥수수묵,옥수수묵,곡류 및 그 제품,,농진청('01),10.4,INGREDIENT,1,1,EXACT_BASE_NAME,1,PARTIAL,[],[],55,12.6,1.1,0,,28,154,0.7,4,,0
c6c13629-c7fb-546a-bb2e-50aa02e84e39,A0330010009a,368,"옥수수 샐러드, 콘샐러드","옥수수 샐러드,콘샐러드",옥수수 샐러드,옥수수샐러드,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,1,LOWEST_COMPLEXITY_VARIANT,1,MEASURED,[],[],129,15.96,1.78,6.42,0.9,259,2,0.26,105,30,0
f8dfdfc2-cc84-573a-9c1a-50c56ee29350,A034000A010a,369,"율무, 도정, 생것","율무,도정,생것",율무,율무,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,3,MEASURED,[],[],380,67.63,14.95,5.25,4.7,4,14,5.41,285,0,0
b230e7c3-1197-517b-b9c9-278c88bc4c4b,A0360000009a,370,"율무, 죽","율무,죽",율무,율무,곡류 및 그 제품,,농진청('19),10.4,INGREDIENT,1,0,,3,MEASURED,[],[],77,13.75,3.26,0.98,0.7,1,3,1.11,58,0,0
b734df02-3b46-5c94-8316-2f72f8aeb3de,A0470002590a,372,"잡곡, 현미, 찹쌀, 현미찹쌀, 보리 등, 생것","잡곡,현미,찹쌀,현미찹쌀,보리 등,생것",잡곡,잡곡,곡류 및 그 제품,생것,농진청('15),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,1,MEASURED,[],[],358,73.4,9.79,2.09,6.2,4,27,1.66,366,0,0
512ecc66-80a8-5e6a-802c-2fb4e76b7dfe,A037001A010a,373,"조, 메조, 도정, 생것","조,메조,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],373,71.7,11.48,3.91,6,6,23,3.45,304,1,0.08
65d73820-eef8-550e-9f41-eb8112fe4c88,A037003A010a,374,"조, 메조, 다황메, 도정, 생것","조,메조,다황메,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,12,MEASURED,[],[],374,72.3,11.13,3.96,6,11,26,3.25,303,1,0
401f99f1-574c-517f-88bc-0bccda014704,A037004A010a,375,"조, 메조, 단아메, 도정, 생것","조,메조,단아메,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],372,69.16,13.45,4.17,6,8,25,3.31,334,1,0.41
c16aa62c-072e-533f-ac40-38209bcd2bff,A037005A010a,376,"조, 메조, 삼다메, 도정, 생것","조,메조,삼다메,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],372,72.57,10.78,3.74,6,6,28,3.33,298,1,0
763f6cf6-541e-5438-8428-0d3c5fa9ab2b,A037006A010a,377,"조, 메조, 조황메, 도정, 생것","조,메조,조황메,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],373,71.68,11.33,4,6,6,21,3.7,306,1,0
b49171bf-b6ba-5996-b72c-3bf4ec751d43,A037001A019e,378,"조, 메조, 도정, 찐것","조,메조,도정,찐것",조,조,곡류 및 그 제품,찐것,농진청('13),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],115,22.71,3.14,1.13,2.7,1,8,1.31,40,0,0.14
9e19e7b6-f6fb-5cf9-bacd-8628705f6d5b,A037002A010a,379,"조, 차조, 도정, 생것","조,차조,도정,생것",조,조,곡류 및 그 제품,생것,농진청('21),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],370,71.69,10.95,3.85,4.9,4,23,3.68,335,1,0
2cb081db-0c6d-5515-ac5b-adc1ab3818e7,A037007A010a,380,"조, 차조, 경관1호, 도정, 생것","조,차조,경관1호,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],376,73.5,10.74,3.82,5.5,4,18,2.9,316,2,0
69b359da-808e-51f3-b5fb-166ebf58a69d,A037008A010a,381,"조, 차조, 경관2호, 도정, 생것","조,차조,경관2호,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],375,70.03,12.83,4.37,5,6,26,3.93,339,1,0
bcb4356d-7eb3-55a4-bfa6-1c9b10806ea5,A037009A010a,382,"조, 차조, 삼다찰, 도정, 생것","조,차조,삼다찰,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],369,70.39,12.07,3.86,4.9,4,28,4.15,370,1,0
eeae6ea4-29d3-5e1d-b617-cf4d79cc2b20,A037010A010a,383,"조, 차조, 황미찰, 도정, 생것","조,차조,황미찰,도정,생것",조,조,곡류 및 그 제품,생것,농진청('19),10.4,INGREDIENT,1,0,,12,MEASURED,[],[],371,74.54,9.28,3.38,5,8,38,3.45,352,1,0
2b672aec-bc62-52e8-8638-1f3309efbf92,A038000A030a,384,"찹쌀, 백미, 생것","찹쌀,백미,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('25),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],364,78.17,6.69,1.09,0.5,1,8,0.31,110,0,0
54c7e4fc-218c-55ac-9f80-dc952e404231,A038005A030a,385,"찹쌀, 백미, 동진찰, 생것","찹쌀,백미,동진찰,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('15),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],363,78.11,6.64,1.04,0.5,1,7,0.38,111,0,0
ea339a34-45d6-5e5a-984c-9f197b101097,A038007A030a,386,"찹쌀, 백미, 백옥찰, 생것","찹쌀,백미,백옥찰,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],365,78.67,6.54,1.04,0.5,1,8,0.3,95,0,0
04ffe071-acaf-5467-8f9b-372bf242c887,A038008A030a,387,"찹쌀, 백미, 백진주, 생것","찹쌀,백미,백진주,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],365,78.23,6.77,1.12,0.6,0,6,0.42,109,0,0
85511066-50a8-5323-ac9e-7283b2383955,A038006A030a,388,"찹쌀, 백미, 보람찰, 생것","찹쌀,백미,보람찰,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],359,77.61,6.63,0.83,0.5,3,8,0.24,100,0,0
beea42cb-589c-5e21-84dc-b056a1aa7845,A050001A039a,390,"찹쌀, 백미, 보람찰, 밥","찹쌀,백미,보람찰,밥",찹쌀,찹쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],155,33.93,2.58,0.33,0.2,1,4,0.09,22,0,0
ae34ee84-261d-5e31-9f6e-d6837e0f54b5,A051001A039a,391,"찹쌀, 백미, 보람찰, 죽","찹쌀,백미,보람찰,죽",찹쌀,찹쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],53,11.46,0.91,0.11,0,0,1,0.02,8,0,0
5ca88ed5-840e-5474-ba31-9dcd0d5c7e9a,A0380000005a,392,"찹쌀, 백미, 가루","찹쌀,백미,가루",찹쌀,찹쌀,곡류 및 그 제품,,농진청('21),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],377,80.62,7.56,0.98,0.8,3,14,0.25,79,0,0
0f27007f-4c81-5407-b18e-a43ee2f1e2c4,A038000A060a,393,"찹쌀, 현미, 생것","찹쌀,현미,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('24),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],356,75.48,7.31,2.32,3,1,12,1.15,269,0,0
aa6182ac-c204-550a-90a7-ec92d2b418f4,A038005A060a,394,"찹쌀, 현미, 동진찰, 생것","찹쌀,현미,동진찰,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('15),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,26,MEASURED,[],[],357,76.22,7.14,2.18,3.1,1,10,1.18,248,0,0
393188da-a2b4-518a-af19-9ce0f3adf166,A038006A060a,395,"찹쌀, 현미, 백옥찰, 생것","찹쌀,현미,백옥찰,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],358,75.65,7.47,2.38,3.1,1,14,1.11,258,0,0
5370eaca-be89-53e1-bffc-5916b72a5050,A038007A060a,396,"찹쌀, 현미, 백진주, 생것","찹쌀,현미,백진주,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],358,75.82,7.38,2.39,3.1,1,11,1.25,257,0,0
09ee41bd-dcd2-5e11-a277-d7250363f580,A038008A060a,397,"찹쌀, 현미, 보람찰, 생것","찹쌀,현미,보람찰,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],350,74.39,7.11,2.21,3,2,14,1.22,301,0,0
b34ec408-d243-5b41-ae61-5a051656d29c,A050001A069a,398,"찹쌀, 현미, 보람찰, 밥","찹쌀,현미,보람찰,밥",찹쌀,찹쌀,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],181,38.41,3.55,1.25,1.5,1,8,0.57,136,0,0
5f8e8a3c-b932-5ccd-8d65-f075283c7a10,A0380000020a,399,"찹쌀, 현미, 흑미, 생것","찹쌀,현미,흑미,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],362,75.65,7.83,2.75,3.1,2,19,1.15,362,2,0
6fb97c45-a944-562c-a3a5-de9e9a69262c,A0380090020a,400,"찹쌀, 현미, 눈큰흑찰1호, 생것","찹쌀,현미,눈큰흑찰1호,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],360,75.08,8.19,2.69,3.1,3,22,1.42,397,1,0
9c35a611-f14a-5bf6-b807-3fc9c16bdb13,A0380100020a,401,"찹쌀, 현미, 조생흑찰, 생것","찹쌀,현미,조생흑찰,생것",찹쌀,찹쌀,곡류 및 그 제품,생것,농진청('20),10.4,INGREDIENT,1,0,,26,MEASURED,[],[],363,76.23,7.47,2.8,3.1,1,16,0.88,327,2,0
64cdc4b5-74bb-5ab1-a634-bde1687632ed,A0390010509a,402,"다식, 검정깨","다식,검정깨",다식,다식,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,1,LOWEST_COMPLEXITY_VARIANT,2,MEASURED,[],[],455,53.23,13.99,20.69,9.1,6,958,5.35,377,1,0
9083006e-398e-5afd-a983-9e4a03295e95,A0390010519a,403,"다식, 송화","다식,송화",다식,다식,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],352,78.61,5.99,1.5,24.1,10,8,2.27,436,0,3.54
934d3f66-66cb-5f35-aecd-2740e03761b8,A0390020009a,404,"찹쌀 과자, 산자","찹쌀 과자,산자",찹쌀 과자,찹쌀과자,곡류 및 그 제품,,식약('96),10.4,INGREDIENT,1,0,,2,PARTIAL,[],[],417,75.6,2,11.8,,28,3,0.7,24,0,0
2b1b0ca3-d24b-5809-a175-115d1318f919,A0390030009a,405,"찹쌀 과자, 유과","찹쌀 과자,유과",찹쌀 과자,찹쌀과자,곡류 및 그 제품,,농진청('13),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],411,77.49,1.96,10.37,0.7999999999999999,18,26,1.62,81,0,0.02
ab37a7f7-6b7d-5ab0-8a86-e8809d8391b3,A0400010009a,407,"찹쌀 국수, 흑미, 말린것","찹쌀 국수,흑미,말린것",찹쌀 국수,찹쌀국수,곡류 및 그 제품,말린것,농진청('09),10.4,INGREDIENT,1,0,,1,PARTIAL,[],[],334,74.6,8.1,0.3,,1975,34,27,182,0,0
6e3ca09d-8933-51aa-9043-4f30a10308b2,A0410000009a,408,찹쌀떡,찹쌀떡,찹쌀떡,찹쌀떡,곡류 및 그 제품,,농진청('19),10.4,INGREDIENT,1,0,,7,MEASURED,[],[],241,54.49,4.7,0.51,2.5,262,12,0.58,43,0,0
9655fbab-28d2-59d8-97d5-1796c47c21a2,A0410010529a,409,"찹쌀떡, 경단 카스텔라","찹쌀떡,경단 카스텔라",찹쌀떡,찹쌀떡,곡류 및 그 제품,,농진청('21),10.4,INGREDIENT,1,0,,7,MEASURED,[],[],227,48.52,4.59,1.6,0.5,287,15,0.26,39,3,0
4a277c02-b34e-5a7f-9541-c44c5933efc2,A0410020009a,410,"찹쌀떡, 모둠 찰떡","찹쌀떡,모둠 찰떡",찹쌀떡,찹쌀떡,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,0,,7,MEASURED,[],[],233,42.59,6.31,4.12,3.9,203,24,0.66,182,2,0
6d397ccf-c3e9-5980-9396-ac18bb9b0462,A0410030009a,411,"찹쌀떡, 약식","찹쌀떡,약식",찹쌀떡,찹쌀떡,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,0,,7,MEASURED,[],[],220,45.43,4.44,2.32,1.8,233,14,0.35,139,1,0
a4a4ee30-fe89-5cac-a596-a9423e2d18fa,A0410040539a,412,"찹쌀떡, 인절미, 팥고물","찹쌀떡,인절미,팥고물",찹쌀떡,찹쌀떡,곡류 및 그 제품,,식약('96),10.4,INGREDIENT,1,0,,7,PARTIAL,[],[],204,44.8,4.2,0.9,,269,16,1.9,58,0,0
b35efe8a-8b29-57e2-8f6e-080ab9ad88c4,A0410040549a,413,"찹쌀떡, 인절미, 콩고물","찹쌀떡,인절미,콩고물",찹쌀떡,찹쌀떡,곡류 및 그 제품,,농진청('16),10.4,INGREDIENT,1,0,,7,MEASURED,[],[],231,49.69,5.52,1.15,2.1,337,12,0.33,88,0,0
e15367aa-6889-595c-a961-ffcffaed72b0,A0410050009a,414,"찹쌀떡, 찰시루떡","찹쌀떡,찰시루떡",찹쌀떡,찹쌀떡,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,0,,7,MEASURED,[],[],191,40.74,6.09,0.42,1.4,216,15,0.99,215,0,0
5ce085cd-504c-5eb7-b89b-411a18717d99,A0420010009a,415,"찹쌀빵, 찹쌀도넛","찹쌀빵,찹쌀도넛",찹쌀빵,찹쌀빵,곡류 및 그 제품,,농진청('21),10.4,INGREDIENT,1,0,,1,MEASURED,[],[],325,57.02,4.14,8.88,2.4,281,6,1.17,31,0,0
aa432bc2-bbc2-57cb-97ee-4f92c7e9a540,A0460000002a,416,"퀴노아, 쪄서 말린것","퀴노아,쪄서 말린것",퀴노아,퀴노아,곡류 및 그 제품,,농진청('16),10.4,INGREDIENT,1,1,LOWEST_COMPLEXITY_VARIANT,1,MEASURED,[],[],363,72.62,9.56,3.26,7.7,0,63,3.54,645,0,1.23
3b403909-a729-5875-9690-c5de5d8345a4,A043001A010a,417,"피, IEC525(NO.5), 도정, 생것","피,iec525(no.5),도정,생것",피,피,곡류 및 그 제품,생것,농진청('10),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,1,PARTIAL,[],[],376,73.9,8.5,4.6,,10,39,3.2,617,0,0
a5c0a5f5-d314-5409-841e-c5a1e1a436d7,A0440000550a,418,"호밀, 통호밀, 생것","호밀,통호밀,생것",호밀,호밀,곡류 및 그 제품,생것,농진청('01),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,2,PARTIAL,[],[],334,70.7,15.9,1.5,,2,10,6.4,501,,0
7f6f8cb9-7100-5b10-8840-9637c875295d,A0440000005a,419,"호밀, 가루","호밀,가루",호밀,호밀,곡류 및 그 제품,,농진청('22),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],365,78.16,9.4,1.82,14.2,1,40,3.03,520,1,0
c54017e8-f4f8-56f3-9acb-2b84e873847b,A0450000009a,420,호밀빵,호밀빵,호밀빵,호밀빵,곡류 및 그 제품,,농진청('20),10.4,INGREDIENT,1,0,,1,MEASURED,[],[],285,51.35,8.47,5.11,5.2,536,27,1.44,113,0,0
c9826e47-043f-5eb1-a26d-b29a3e3cec3d,B0010060000a,421,"감자, 대지, 생것","감자,대지,생것",감자,감자,감자류 및 전분류,생것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],67,15.08,2.01,0.04,2.6999999999999997,1,9,0.58,412,0,10.51
b20c80de-588c-5898-8949-d097337b43ee,B0010060009b,422,"감자, 대지, 삶은것","감자,대지,삶은것",감자,감자,감자류 및 전분류,삶은것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],77,17.39,2.07,0.08,1.6,1,8,0.65,374,1,9.92
f99d1910-454c-5c9f-a08b-2510d5a27b86,B0010060009e,423,"감자, 대지, 찐것","감자,대지,찐것",감자,감자,감자류 및 전분류,찐것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],80,18.17,2.11,0.09,1.5999999999999999,2,10,0.48,402,1,11.96
96d41ee2-7d9e-5cb9-928c-39a91f55a008,B0010060009f,424,"감자, 대지, 구운것","감자,대지,구운것",감자,감자,감자류 및 전분류,구운것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],90,20.5,2.43,0.09,2,1,11,0.61,482,1,9.8
00a8cf04-ff62-53ea-9390-08240046988b,B0010140000a,425,"감자, 수미, 생것","감자,수미,생것",감자,감자,감자류 및 전분류,생것,농진청('13),10.4,INGREDIENT,1,1,NUTRITION_MEDOID_RAW,17,MEASURED,[],[],70,16.07,1.93,0.03,1.7,1,6,0.4,335,0,4.47
daa3291f-8d24-56b6-8d67-3ac38a394b94,B0010140009b,426,"감자, 수미, 삶은것","감자,수미,삶은것",감자,감자,감자류 및 전분류,삶은것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],76,17.43,1.99,0.04,1.5,1,8,0.61,254,0,13.1
8959fdd0-0346-55b0-a586-f29baaa4bfc5,B0010140009e,427,"감자, 수미, 찐것","감자,수미,찐것",감자,감자,감자류 및 전분류,찐것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],75,17.28,1.94,0.05,1.4000000000000001,0,6,0.42,318,0,5.8
5092222f-58f1-56f9-a4d3-776012cbf574,B0010140009f,428,"감자, 수미, 구운것","감자,수미,구운것",감자,감자,감자류 및 전분류,구운것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],85,19.38,2.3,0.08,1.7999999999999998,0,8,0.52,394,0,12.38
fcb71790-c857-5409-a10a-78d189e47f10,B0010220000a,429,"감자, 로즈밸리, 생것","감자,로즈밸리,생것",감자,감자,감자류 및 전분류,생것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],68,15.18,2.25,0.03,1.7,0,5,0.51,359,0,0
c939165a-afd6-5356-a049-cda0c20b86a1,B0010220009b,430,"감자, 로즈밸리, 삶은것","감자,로즈밸리,삶은것",감자,감자,감자류 및 전분류,삶은것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],79,17.87,2.34,0.09,1.9,1,5,0.49,351,1,0
79e59440-3782-583c-b283-8ea8548124de,B0010180000a,431,"감자, 자색, 생것","감자,자색,생것",감자,감자,감자류 및 전분류,생것,농진청('99),10.4,INGREDIENT,1,0,,17,PARTIAL,[],[],82,18.5,2.8,,,18,5,0.8,588,0,31
998be737-47fa-5934-995b-7e5864b04e10,B0010180009e,432,"감자, 자색, 찐것","감자,자색,찐것",감자,감자,감자류 및 전분류,찐것,농진청('99),10.4,INGREDIENT,1,0,,17,PARTIAL,[],[],85,19.5,2.3,,,18,9,0.7,498,0,
426973ac-ded8-525f-8f62-2a5c4bb01541,B0010210000a,433,"감자, 자색, 보라밸리, 생것","감자,자색,보라밸리,생것",감자,감자,감자류 및 전분류,생것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],60,13.79,1.45,0.02,2.1,2,7,0.41,390,0,5.64
6d1b1a29-78c4-5860-b13d-fe8268379fa4,B0010210009b,434,"감자, 자색, 보라밸리, 삶은것","감자,자색,보라밸리,삶은것",감자,감자,감자류 및 전분류,삶은것,농진청('13),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],69,15.97,1.39,0.05,1.6,2,7,0.34,386,1,5.64
a2a2aed6-b687-50d5-b0e7-dd9c4ab70629,B0010190009a,435,"감자, 자심, 생것","감자,자심,생것",감자,감자,감자류 및 전분류,생것,농진청('97),10.4,INGREDIENT,1,0,,17,PARTIAL,[],[],64,14.7,1.8,0,,4,4,1.7,482,0,19
d9ba4039-dffe-5a5a-927b-87eb10ca6e77,B0010110005a,436,"감자, 부침가루","감자,부침가루",감자,감자,감자류 및 전분류,,농진청('01),10.4,INGREDIENT,1,0,,17,PARTIAL,[],[],355,73.6,12.1,1.4,,18,11,2,299,0,0
a46dffda-ac8c-5b80-8698-482c0418106c,B0020010009f,437,"감자 과자, 감자칩, 구운것","감자 과자,감자칩,구운것",감자 과자,감자과자,감자류 및 전분류,구운것,USDA('18),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],469,71.4,5,18.2,4.8,536,125,0.8,721,0,0
fa0ac270-e387-52df-9be1-88c2fc651494,B0020010009j,438,"감자 과자, 감자칩, 튀긴것","감자 과자,감자칩,튀긴것",감자 과자,감자과자,감자류 및 전분류,튀긴것,농진청('13),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],536,60.92,4.95,30.33,4,342,20,1.14,818,2,15.34
96c0b29b-68f4-56be-b759-a289efe5ad94,B0030000009j,439,"감자 튀김, 튀긴것","감자 튀김,튀긴것",감자 튀김,감자튀김,감자류 및 전분류,튀긴것,농진청('16),10.4,INGREDIENT,1,1,LOWEST_COMPLEXITY_VARIANT,2,MEASURED,[],[],293,44.16,3.54,11.3,3,258,22,0.69,604,0,7.04
f3b86a5c-6baa-5b91-8be6-f1d754b2dca1,B0030010009j,440,"감자 튀김, 해시브라운, 튀긴것","감자 튀김,해시브라운,튀긴것",감자 튀김,감자튀김,감자류 및 전분류,튀긴것,USDA('18),10.4,INGREDIENT,1,0,,2,MEASURED,[],[],219,28.51,2.65,11.59,3.2,15,17,0.54,496,0,6.7
60493c69-baa3-5e2a-a585-48e1e36d61cc,B0050000009a,441,"감자, 으깬감자","감자,으깬감자",감자,감자,감자류 및 전분류,,USDA('18),10.4,INGREDIENT,1,0,,17,MEASURED,[],[],83,17.57,1.91,0.57,1.5,302,24,0.27,296,7,6.2
56e1d08d-4812-5be2-9186-9e0efaa67366,B0040000009a,442,감자 샐러드,감자 샐러드,감자 샐러드,감자샐러드,감자류 및 전분류,,USDA('18),10.4,INGREDIENT,1,1,EXACT_BASE_NAME,1,MEASURED,[],[],143,11.17,2.68,8.2,1.3,529,19,0.65,254,32,10
4e51d733-bb5e-58df-be07-977e24973df2,B0060000000a,443,"고구마, 생것","고구마,생것",고구마,고구마,감자류 및 전분류,생것,농진청('13),10.4,INGREDIENT,1,1,GENERIC_RAW,27,MEASURED,[],[],147,35.52,1.09,0.15,2.4,8,18,0.48,375,39,10.81
edd0b80f-9f1b-58db-b09f-f70209b5561e,B0060150000a,444,"고구마, 분질(밤) 고구마, 생것","고구마,분질(밤) 고구마,생것",고구마,고구마,감자류 및 전분류,생것,농진청('13),10.4,INGREDIENT,1,0,,27,MEASURED,[],[],154,37.22,1.01,0.11,2.7,7,15,0.45,370,3,7.12
92a61e11-136b-5935-abe8-9b3e99ea1e9c,B0060160000a,445,"고구마, 점질(호박) 고구마, 생것","고구마,점질(호박) 고구마,생것",고구마,고구마,감자류 및 전분류,생것,농진청('13),10.4,INGREDIENT,1,0,,27,MEASURED,[],[],141,33.81,1.17,0.2,2,8,21,0.52,379,75,14.49
8a9cf47c-aaeb-59a2-9aec-3ea593fa60aa,B006018B020a,446,"고구마, 베니하루까, 생것","고구마,베니하루까,생것",고구마,고구마,감자류 및 전분류,생것,농진청('15),10.4,INGREDIENT,1,0,,27,MEASURED,[],[],147,34.91,1.03,0.45,2.8,13,23,0.55,359,0,44.82
